pace_pad,q_bot_em,q_x_left_bot,q_x_right_bot,champ_capture_excl_uconn,uconn_excluded,avg_inside_per_season,inside_growth,depth_corr
0.5,0.955,0.15,0.9,4,False,13.476190476190476,4.523809523809524,0.1762788364404601
0.5,0.955,0.2,0.7,3,False,11.428571428571429,2.4761904761904763,0.1761903801477874
0.5,0.955,0.2,0.75,4,False,11.904761904761905,2.9523809523809526,0.17623863147909047
0.5,0.955,0.2,0.8,4,False,12.285714285714286,3.333333333333334,0.17615229125833337
0.5,0.955,0.2,0.85,4,False,12.761904761904763,3.80952380952381,0.1760137501082291
0.5,0.955,0.2,0.9,4,False,13.142857142857142,4.19047619047619,0.17600698171870094
0.5,0.955,0.25,0.7,3,False,10.952380952380953,2.0,0.17611420284634746
0.5,0.955,0.25,0.75,4,False,11.428571428571429,2.4761904761904763,0.1761638161809377
0.5,0.955,0.25,0.8,4,False,11.80952380952381,2.8571428571428577,0.17605812788059286
0.5,0.955,0.25,0.85,4,False,12.285714285714286,3.333333333333334,0.17589640123932396
0.5,0.955,0.25,0.9,4,False,12.666666666666666,3.7142857142857135,0.17585700293098072
0.5,0.955,0.3,0.7,3,False,10.714285714285714,1.761904761904761,0.17620535449175978
0.5,0.955,0.3,0.75,4,False,11.19047619047619,2.2380952380952372,0.1762450205303208
0.5,0.955,0.3,0.8,4,False,11.571428571428571,2.6190476190476186,0.1761187961466766
0.5,0.955,0.3,0.85,4,False,12.047619047619047,3.095238095238095,0.17594776273930046
0.5,0.955,0.3,0.9,4,False,12.428571428571429,3.4761904761904763,0.17589302199457874
0.5,0.96,0.1,0.7,4,True,11.047619047619047,2.095238095238095,0.1775424001894307
0.5,0.96,0.1,0.75,4,True,11.142857142857142,2.19047619047619,0.17756482295955694
0.5,0.96,0.1,0.8,4,True,11.380952380952381,2.428571428571429,0.17755656615195345
0.5,0.96,0.1,0.85,4,True,11.761904761904763,2.80952380952381,0.17744243752667474
0.5,0.96,0.1,0.9,4,True,12.142857142857142,3.19047619047619,0.1774966389449808
0.5,0.96,0.15,0.7,4,True,10.904761904761905,1.9523809523809526,0.17742379681824327
0.5,0.96,0.15,0.75,4,True,11.0,2.0476190476190474,0.17742874160819197
0.5,0.96,0.15,0.8,4,True,11.238095238095237,2.2857142857142847,0.17741031228967066
0.5,0.96,0.15,0.85,4,True,11.619047619047619,2.666666666666666,0.17727730216409568
0.5,0.96,0.15,0.9,4,True,12.0,3.0476190476190474,0.17732072918221184
0.5,0.96,0.2,0.7,4,True,10.619047619047619,1.666666666666666,0.1773591800230806
0.5,0.96,0.2,0.75,4,True,10.714285714285714,1.761904761904761,0.17737022828010476
0.5,0.96,0.2,0.8,4,True,10.952380952380953,2.0,0.17734089567676067
0.5,0.96,0.2,0.85,4,True,11.333333333333334,2.3809523809523814,0.17718891918045684
0.5,0.96,0.2,0.9,4,True,11.714285714285714,2.761904761904761,0.17721413764186358
0.5,0.96,0.25,0.7,4,True,10.285714285714286,1.333333333333334,0.17722957152255062
0.5,0.96,0.25,0.75,4,True,10.380952380952381,1.4285714285714288,0.177212815732207
0.5,0.96,0.25,0.8,4,True,10.619047619047619,1.666666666666666,0.17714563308673606
0.5,0.96,0.25,0.85,4,True,11.0,2.0476190476190474,0.17698487555987163
0.5,0.96,0.25,0.9,4,True,11.380952380952381,2.428571428571429,0.17698314509286772
0.5,0.96,0.3,0.7,4,True,9.857142857142858,0.9047619047619051,0.17723764408236467
0.5,0.96,0.3,0.75,4,True,9.952380952380953,1.0,0.17720194639555759
0.5,0.96,0.3,0.8,4,True,10.19047619047619,1.2380952380952372,0.1771314602178155
0.5,0.96,0.3,0.85,4,True,10.571428571428571,1.6190476190476186,0.17695114489172684
