player_name,nba_id,team,bpr,obpr,dbpr,box_bpr,box_obpr,box_dbpr,gp,mpg
Luka Dončić,1629029,LAL,0.841,3.461,-2.62,4.689,4.506,0.183,65,35.76015625
Shai Gilgeous-Alexander,1628983,OKC,13.078,5.828,7.25,7.822,3.775,4.047,68,33.220098039215685
Anthony Edwards,1630162,MIN,3.825,0.767,3.057,3.203,2.436,0.767,61,35.02650273224044
Tyrese Maxey,1630178,PHI,5.809,-0.246,6.055,2.32,1.183,1.137,70,38.01690476190476
Kawhi Leonard,202695,LAC,3.642,5.493,-1.851,6.687,4.314,2.373,65,32.073076923076925
Nikola Jokić,203999,DEN,4.915,3.189,1.726,5.572,5.332,0.24,65,34.84410256410256
Giannis Antetokounmpo,203507,MIL,6.741,5.851,0.889,5.413,4.948,0.465,36,28.867592592592594
Donovan Mitchell,1628378,CLE,4.668,2.209,2.459,4.282,3.359,0.923,71,33.45809523809524
Jaylen Brown,1627759,BOS,1.852,4.374,-2.521,3.827,2.087,1.74,76,34.40633802816901
Stephen Curry,201939,GSW,2.112,3.976,-1.864,4.046,3.486,0.56,43,30.901162790697676
Joel Embiid,203954,PHI,10.586,7.675,2.911,4.931,3.741,1.19,39,31.596491228070178
Devin Booker,1626164,PHX,5.318,-2.362,7.68,2.704,1.211,1.493,64,33.53854166666667
Kevin Durant,201142,HOU,-0.685,-0.213,-0.471,2.589,1.426,1.163,78,36.40811965811966
Jalen Brunson,1628973,NYK,-4.908,-4.831,-0.078,2.45,2.253,0.197,74,34.9981981981982
Lauri Markkanen,1628374,UTA,6.218,-0.414,6.632,1.194,0.933,0.261,44,34.348015873015875
James Harden,201935,LAC,1.636,0.273,1.362,0.211,1.153,-0.942,44,35.438257575757575
Victor Wembanyama,1641705,SAS,13.813,6.282,7.532,8.649,3.912,4.737,64,29.15078125
Jamal Murray,1627750,DEN,5.209,4.19,1.019,3.183,4.347,-1.164,77,35.358666666666664
Cade Cunningham,1630595,DET,0.857,0.146,0.711,5.323,2.743,2.58,65,33.932552083333334
Michael Porter Jr.,1629008,BKN,4.322,4.497,-0.175,0.684,1.673,-0.989,54,32.47403846153846
Austin Reaves,1630559,LAL,7.051,1.594,5.457,3.682,2.254,1.428,52,34.54281045751634
Keyonte George,1641718,UTA,-0.617,0.118,-0.734,-3.186,0.085,-3.271,57,33.07592592592593
Jaren Jackson Jr.,1628991,UTA,-1.221,-4.423,3.202,1.446,-0.709,2.155,3,24.061111111111114
Paolo Banchero,1631094,ORL,-1.416,-2.509,1.093,0.699,-0.087,0.786,72,34.74560185185185
Jayson Tatum,1628369,BOS,5.808,2.975,2.833,5.229,3.277,1.952,16,32.614583333333336
Jalen Johnson,1630552,ATL,8.996,5.669,3.328,4.018,1.792,2.226,75,35.16087962962963
Pascal Siakam,1627783,IND,9.828,4.436,5.392,0.738,0.89,-0.152,70,33.17177419354839
Trey Murphy III,1630530,NOP,3.743,2.187,1.555,0.124,0.416,-0.292,67,35.464141414141416
Julius Randle,203944,MIN,2.8,1.39,1.41,3.447,2.177,1.27,79,33.0415611814346
Cooper Flagg,1642843,DAL,0.739,1.822,-1.083,-0.522,-0.512,-0.01,70,33.48357142857143
Brandon Ingram,1627742,TOR,8.142,0.859,7.283,0.774,-0.107,0.881,79,33.816233766233765
LeBron James,2544,LAL,2.374,1.437,0.936,4.015,2.986,1.029,60,33.15083333333333
Franz Wagner,1630532,ORL,4.341,2.201,2.139,3.183,0.976,2.207,34,29.97058823529412
James Harden,201935,CLE,1.636,0.273,1.362,0.211,1.153,-0.942,26,33.815384615384616
Anthony Davis,203076,DAL,0.269,-0.722,0.992,0.792,-0.05,0.842,20,31.28083333333333
Nickeil Alexander-Walker,1629638,ATL,4.058,1.615,2.443,3.464,1.74,1.724,80,33.37435897435898
Zion Williamson,1629627,NOP,-0.552,1.117,-1.669,0.197,0.292,-0.095,64,29.69489247311828
Brandon Miller,1641706,CHA,6.855,2.41,4.445,4.514,2.802,1.712,65,30.282307692307693
Desmond Bane,1630217,ORL,9.922,3.877,6.045,2.721,0.784,1.937,82,33.610569105691056
LaMelo Ball,1630163,CHA,10.217,8.713,1.504,4.7,4.369,0.331,72,28.02037037037037
Alperen Sengun,1630578,HOU,4.399,2.644,1.755,1.229,0.85,0.379,73,33.30162037037037
Darius Garland,1629636,LAC,2.941,1.45,1.49,1.141,1.224,-0.083,19,29.069298245614036
Dillon Brooks,1628415,PHX,-2.726,-1.808,-0.918,0.357,-0.509,0.866,57,30.386309523809523
Deni Avdija,1630166,POR,8.04,8.571,-0.531,0.892,0.881,0.011,82,33.32373737373737
Karl-Anthony Towns,1626157,NYK,-0.722,0.477,-1.199,3.34,1.943,1.397,77,30.95711111111111
Jimmy Butler III,202710,GSW,7.229,4.216,3.013,4.644,2.2,2.444,39,31.096929824561403
Bam Adebayo,1628389,MIA,8.144,3.91,4.234,3.196,1.3,1.896,76,32.39337899543379
Jaren Jackson Jr.,1628991,MEM,-1.221,-4.423,3.202,1.446,-0.709,2.155,45,30.72148148148148
RJ Barrett,1629628,TOR,4.623,2.408,2.215,3.559,2.422,1.137,58,30.276315789473685
CJ McCollum,203468,WAS,4.202,0.797,3.405,2.805,1.182,1.623,35,30.90952380952381
Zach LaVine,203897,SAC,-5.559,-2.447,-3.111,-3.79,-1.689,-2.101,40,31.39188034188034
CJ McCollum,203468,ATL,4.202,0.797,3.405,2.805,1.182,1.623,41,28.819918699186992
De'Aaron Fox,1628368,SAS,5.112,3.939,1.174,4.62,2.874,1.746,72,30.98726851851852
Kon Knueppel,1642851,CHA,6.836,7.023,-0.187,3.606,2.85,0.756,81,31.490534979423867
Ja Morant,1629630,MEM,-1.336,-1.277,-0.058,-0.588,-1.013,0.425,21,28.425
Jalen Duren,1631105,DET,-1.321,-1.317,-0.004,6.311,2.992,3.319,74,28.22642857142857
DeMar DeRozan,201942,SAC,0.483,-1.418,1.901,-3.481,-0.624,-2.857,77,31.240692640692643
Scottie Barnes,1630567,TOR,4.012,-1.02,5.032,2.745,0.808,1.937,80,33.509791666666665
Darius Garland,1629636,CLE,2.941,1.45,1.49,1.141,1.224,-0.083,26,30.460897435897436
Evan Mobley,1630596,CLE,3.762,1.445,2.317,2.872,1.815,1.057,66,31.913076923076922
Amen Thompson,1641708,HOU,8.489,4.455,4.034,4.538,1.947,2.591,81,37.38248945147679
Coby White,1629632,CHI,0.953,1.491,-0.537,2.069,1.505,0.564,31,29.08390804597701
Bennedict Mathurin,1631097,LAC,-2.894,-3.2,0.306,0.778,0.061,0.717,26,28.04230769230769
Saddiq Bey,1630180,NOP,-1.885,-2.405,0.52,0.314,0.472,-0.158,73,31.18935185185185
Jalen Williams,1631114,OKC,8.016,2.919,5.097,5.582,1.995,3.587,33,28.363131313131312
Bennedict Mathurin,1631097,IND,-2.894,-3.2,0.306,0.778,0.061,0.717,29,31.817857142857143
Ryan Rollins,1631157,MIL,-0.7,-0.75,0.05,1.586,1.872,-0.286,75,32.101126126126125
Chet Holmgren,1631096,OKC,7.381,-0.351,7.733,7.183,1.898,5.285,70,28.94589371980676
Nikola Vučević,202696,CHI,0.416,1.796,-1.379,2.401,1.793,0.608,48,30.839930555555554
Payton Pritchard,1630202,BOS,3.058,-0.11,3.167,4.941,3.298,1.643,80,32.348734177215185
Stephon Castle,1642264,SAS,4.082,-2.483,6.565,4.207,1.444,2.763,68,29.96740196078431
Jalen Green,1630224,PHX,3.206,0.673,2.533,0.386,-0.567,0.953,34,25.885416666666668
Grayson Allen,1628960,PHX,-2.907,-1.642,-1.265,0.663,0.13,0.533,51,28.770588235294117
Kevin Porter Jr.,1629645,MIL,1.784,2.129,-0.345,0.544,0.921,-0.377,40,33.184649122807016
OG Anunoby,1628384,NYK,5.483,2.23,3.253,4.744,2.37,2.374,68,33.191542288557216
Norman Powell,1626181,MIA,-1.129,0.572,-1.701,-0.209,-0.799,0.59,77,29.602298850574712
Dariq Whitehead,1641727,MEM,0.927,0.4,0.527,,,,6,30.469444444444445
Miles Bridges,1628970,CHA,-0.205,-0.065,-0.14,2.092,2.001,0.091,81,31.003246753246753
Collin Sexton,1629012,CHI,-4.522,-4.788,0.266,-2.711,-2.133,-0.578,28,25.987820512820512
Matas Buzelis,1641824,CHI,-0.476,-2.949,2.473,-0.989,-0.367,-0.622,78,29.198701298701298
Derrick White,1628401,BOS,6.248,1.626,4.622,5.367,2.298,3.069,79,34.09047619047619
VJ Edgecombe,1642845,PHI,-1.768,1.557,-3.325,2.188,0.751,1.437,75,34.977555555555554
Immanuel Quickley,1630193,TOR,6.08,5.009,1.071,2.677,1.64,1.037,72,31.876190476190477
Josh Giddey,1630581,CHI,-1.668,-2.495,0.828,-1.229,-0.468,-0.761,60,32.062345679012346
Jabari Smith Jr.,1631095,HOU,0.784,-0.924,1.708,3.028,0.865,2.163,80,35.13463203463204
Russell Westbrook,201566,SAC,-0.781,-1.033,0.251,-3.23,-1.339,-1.891,64,28.946614583333332
Jarrett Allen,1628386,CLE,10.491,4.77,5.72,3.779,2.514,1.265,57,27.12827380952381
Anthony Black,1641710,ORL,-0.612,-1.699,1.087,1.236,-0.055,1.291,64,29.8453125
Kennedy Chandler,1631113,UTA,0.701,0.188,0.514,,,,11,32.2939393939394
Andrew Nembhard,1629614,IND,1.461,3.146,-1.684,-2.192,-0.756,-1.436,65,31.32690058479532
Jaden McDaniels,1630183,MIN,-2.45,-3.679,1.229,3.278,1.44,1.838,73,31.731963470319634
Aaron Gordon,203932,DEN,6.93,5.072,1.858,5.284,4.045,1.239,40,27.915740740740738
Paul George,202331,PHI,-0.158,1.551,-1.709,3.909,1.638,2.271,44,30.676126126126125
Dejounte Murray,1627749,NOP,-0.274,-0.436,0.162,0.604,-0.253,0.857,16,27.81547619047619
Onyeka Okongwu,1630168,ATL,3.665,0.982,2.683,3.242,1.239,2.003,78,31.040315315315315
Mikal Bridges,1628969,NYK,5.979,5.012,0.967,4.327,2.551,1.776,82,32.829065040650406
Ivica Zubac,1627826,LAC,-0.39,0.34,-0.73,-0.034,0.725,-0.759,43,30.894573643410855
Ayo Dosunmu,1630245,CHI,0.643,-0.097,0.74,0.411,-0.371,0.782,47,26.382962962962964
Coby White,1629632,CHA,0.953,1.491,-0.537,2.069,1.505,0.564,23,19.3515873015873
Naji Marshall,1630230,DAL,2.687,-0.359,3.046,-0.096,-0.503,0.407,79,29.510585585585588
Brice Sensabaugh,1641729,UTA,0.445,2.449,-2.004,-3.03,-0.772,-2.258,78,23.491555555555557
Jeremiah Fears,1642847,NOP,-2.19,-2.315,0.125,-2.806,-1.912,-0.894,82,25.755894308943088
Kelly Oubre Jr.,1626162,PHI,1.448,2.203,-0.755,0.206,0.071,0.135,50,31.487000000000002
Jaime Jaquez Jr.,1631170,MIA,1.625,4.338,-2.714,1.859,0.636,1.223,82,28.283555555555555
Cam Thomas,1630560,BKN,-2.836,0.808,-3.644,-4.105,-0.428,-3.677,27,24.245833333333334
Collin Sexton,1629012,CHA,-4.522,-4.788,0.266,-2.711,-2.133,-0.578,43,22.32222222222222
Anfernee Simons,1629014,BOS,1.936,1.398,0.538,1.79,0.99,0.8,50,24.52687074829932
Shaedon Sharpe,1631101,POR,-6.897,-8.113,1.216,0.265,-0.545,0.81,75,29.426333333333332
Andrew Wiggins,203952,MIA,1.279,0.541,0.738,0.104,-0.526,0.63,76,30.3328431372549
Peyton Watson,1631212,DEN,0.62,2.034,-1.414,1.944,2.766,-0.822,57,29.587962962962965
Jalen Suggs,1630591,ORL,3.506,0.675,2.831,4.258,0.911,3.347,57,27.60672514619883
Ayo Dosunmu,1630245,MIN,0.643,-0.097,0.74,0.411,-0.371,0.782,25,28.910416666666666
Brandin Podziemski,1641764,GSW,-0.134,-3.961,3.827,2.026,-0.165,2.191,82,28.447764227642274
Devin Vassell,1630170,SAS,6.904,6.669,0.234,6.055,3.487,2.568,68,30.51094527363184
Alex Sarr,1642259,WAS,-2.261,-0.821,-1.441,-2.432,-1.043,-1.389,57,27.180208333333333
Domantas Sabonis,1627734,SAC,-3.45,-0.02,-3.43,-3.707,-0.816,-2.891,22,29.662280701754387
Ace Bailey,1642846,UTA,-12.208,-6.474,-5.734,-3.377,-1.122,-2.255,73,27.606018518518518
Jerami Grant,203924,POR,-2.771,-2.859,0.087,0.545,0.571,-0.026,78,29.73859649122807
Reed Sheppard,1642263,HOU,-10.533,-7.239,-3.293,2.401,0.7,1.701,82,26.183536585365854
Tim Hardaway Jr.,203501,DEN,2.889,2.653,0.236,2.864,2.656,0.208,80,26.591666666666665
Toumani Camara,1641739,POR,1.769,-2.776,4.546,2.296,0.91,1.386,82,33.30772357723577
Naz Reid,1629675,MIN,7.573,4.247,3.326,3.436,1.108,2.328,78,26.06948051948052
De'Andre Hunter,1629631,CLE,-2.204,-2.759,0.555,-1.723,-1.473,-0.25,45,26.151162790697676
John Collins,1628381,LAC,0.872,-1.032,1.905,0.406,0.192,0.214,71,27.122463768115942
Quentin Grimes,1629656,PHI,3.208,-1.14,4.348,1.609,-0.253,1.862,76,29.41022222222222
Jaylon Tyson,1642281,CLE,10.128,5.273,4.855,2.183,0.9,1.283,66,26.931818181818183
Keldon Johnson,1629640,SAS,4.002,-1.138,5.14,4.554,1.678,2.876,82,23.31056910569106
Tobias Harris,202699,DET,6.289,3.297,2.992,4.678,2.098,2.58,64,27.706349206349206
Kyshawn George,1642273,WAS,3.037,2.179,0.858,-2.789,-1.049,-1.74,54,28.978819444444447
Tyler Herro,1629639,MIA,-0.009,0.205,-0.215,-0.239,0.258,-0.497,52,31.29292929292929
Bobby Portis,1626171,MIL,0.157,2.03,-1.873,0.565,1.313,-0.748,71,24.169154228855724
Santi Aldama,1630583,MEM,-1.058,-1.351,0.293,1.244,0.766,0.478,47,27.86279069767442
Ajay Mitchell,1642349,OKC,10.353,4.336,6.017,7.252,1.919,5.333,61,25.83888888888889
Kyle Kuzma,1628398,MIL,-4.351,-2.929,-1.422,-0.417,0.228,-0.645,71,26.170772946859906
Collin Gillespie,1631221,PHX,8.404,7.827,0.577,4.05,1.472,2.578,81,28.522708333333334
Tre Jones,1630200,CHI,0.898,-1.92,2.818,1.384,0.924,0.46,73,26.959999999999997
Sam Merrill,1630241,CLE,3.074,1.74,1.334,5.046,3.484,1.562,53,26.482371794871792
P.J. Washington,1629023,DAL,6.052,-0.527,6.579,-1.595,-1.794,0.199,64,30.993154761904762
Brandon Williams,1630314,DAL,-5.536,-1.003,-4.533,-2.019,-1.151,-0.868,70,22.161616161616163
Max Christie,1631108,DAL,-0.879,-0.84,-0.038,-2.144,-1.874,-0.27,77,29.14978354978355
Jonathan Kuminga,1630228,ATL,3.473,-2.242,5.715,3.31,-0.279,3.589,16,22.146875
Jrue Holiday,201950,POR,7.659,2.678,4.981,3.543,1.38,2.163,71,29.441509433962263
Rayan Rupert,1641712,MEM,-10.009,-6.934,-3.075,-5.182,-4.301,-0.881,16,30.958333333333332
Donte DiVincenzo,1628978,MIN,9.396,5.257,4.139,5.944,2.871,3.073,82,30.415447154471547
Deandre Ayton,1629028,LAL,6.147,0.599,5.547,2.791,2.223,0.568,74,27.2
Noah Clowney,1641730,BKN,-6.915,-4.28,-2.635,-1.883,-0.858,-1.025,67,26.97020202020202
Cormac Ryan,1642504,MIL,0.206,0.248,-0.042,,,,13,24.60757575757576
Cameron Johnson,1629661,DEN,2.127,1.881,0.246,4.579,4.149,0.43,55,30.500617283950614
Josh Hart,1628404,NYK,6.755,3.019,3.736,2.354,0.658,1.696,66,30.206060606060603
Duncan Robinson,1629130,DET,8.22,3.221,4.999,6.273,3.465,2.808,78,27.444155844155844
Dennis Schröder,203471,SAC,-0.158,-0.771,0.612,-3.913,-2.848,-1.065,43,26.391666666666666
Ty Jerome,1629660,MEM,-0.526,3.24,-3.766,-1.293,2.9,-4.193,25,22.57888888888889
Dylan Harper,1642844,SAS,2.833,2.64,0.193,5.197,2.089,3.108,69,22.579468599033817
Julian Reese,1642882,WAS,-1.733,-1.407,-0.325,,,,13,30.884615384615383
Miles McBride,1630540,NYK,8.266,5.146,3.12,5.759,3.248,2.511,42,26.343089430894306
Derik Queen,1642852,NOP,-5.982,-4.035,-1.947,-2.431,-1.008,-1.423,81,24.980658436213993
Wendell Carter Jr.,1628976,ORL,2.467,0.348,2.119,1.632,-0.054,1.686,79,29.33846153846154
Ivica Zubac,1627826,IND,-0.39,0.34,-0.73,-0.034,0.725,-0.759,5,23.653333333333332
Donovan Clingan,1642270,POR,4.792,7.299,-2.508,1.242,1.09,0.152,81,27.19112554112554
Zach Edey,1641744,MEM,0.645,0.186,0.458,,,,13,25.804545454545455
Jaylen Wells,1642377,MEM,4.722,1.478,3.244,-0.88,-0.254,-0.626,76,26.38671497584541
Dyson Daniels,1630700,ATL,3.798,1.892,1.906,5.807,2.677,3.13,79,33.152192982456135
Klay Thompson,202691,DAL,4.725,3.842,0.883,-0.18,-1.274,1.094,71,21.693478260869565
Mark Williams,1631109,PHX,0.732,-0.869,1.601,0.454,-0.636,1.09,62,23.60111111111111
Myles Turner,1626167,MIL,1.422,-4.709,6.131,-0.06,0.106,-0.166,75,26.926760563380284
Christian Braun,1631128,DEN,6.823,3.245,3.578,4.037,3.429,0.608,47,31.799242424242426
Maxime Raynaud,1642875,SAC,-3.075,-0.481,-2.594,-2.302,-0.747,-1.555,82,26.53873873873874
Sandro Mamukelashvili,1630572,TOR,4.483,0.315,4.169,4.737,2.053,2.684,80,21.884375
Max Strus,1629622,CLE,-0.992,2.189,-3.181,-2.995,1.674,-4.669,12,24.025
Kyle Filipowski,1642271,UTA,1.959,1.66,0.299,-1.605,0.438,-2.043,79,23.38852813852814
Julian Champagnie,1630577,SAS,12.829,6.214,6.615,6.416,2.957,3.459,82,27.633739837398373
Cedric Coward,1642907,MEM,5.787,5.811,-0.024,2.129,1.439,0.69,76,25.773387096774194
De'Anthony Melton,1629001,GSW,0.512,0.36,0.152,2.807,0.718,2.089,54,22.96530612244898
Nic Claxton,1629651,BKN,-4.051,-5.306,1.255,-2.113,-0.581,-1.532,73,27.831400966183576
Jarace Walker,1641716,IND,-3.361,-3.999,0.638,-3.09,-2.186,-0.904,80,25.702412280701754
Aaron Nesmith,1630174,IND,2.36,0.706,1.654,-1.136,-0.421,-0.715,56,29.665925925925926
Rui Hachimura,1629060,LAL,2.801,2.634,0.167,1.865,1.51,0.355,70,28.332107843137255
Keshon Gilbert,1642933,ATL,-1.566,-0.735,-0.831,,,,1,25.533333333333335
Malik Monk,1628370,SAC,1.418,-0.038,1.456,-2.955,-1.308,-1.647,71,21.99435483870968
Jock Landale,1629111,MEM,-0.565,0.279,-0.844,0.865,1.128,-0.263,47,23.558148148148145
Tyler Burton,1631174,MEM,-1.527,-0.706,-0.821,,,,12,25.5625
Kel'el Ware,1642276,MIA,-1.211,-2.25,1.039,-0.357,-0.684,0.327,79,22.127705627705627
Bub Carrington,1642267,WAS,-12.813,-5.44,-7.373,-5.374,-2.438,-2.936,82,27.691260162601626
Trae Young,1629027,ATL,-3.514,0.908,-4.422,-3.029,0.962,-3.991,18,28.009999999999998
Ousmane Dieng,1631172,MIL,-2.809,-1.856,-0.953,-1.965,-0.486,-1.479,31,26.809444444444445
Bilal Coulibaly,1641731,WAS,3.524,0.273,3.252,-3.99,-1.903,-2.087,62,26.207142857142856
Leonard Miller,1631159,CHI,0.276,0.142,0.134,1.009,0.833,0.176,30,23.103086419753087
Isaiah Joe,1630198,OKC,-1.952,-2.427,0.475,6.106,1.621,4.485,74,21.232159624413146
Kevin Huerter,1628989,CHI,2.006,0.705,1.301,2.445,0.632,1.813,45,23.568181818181817
Charles Bassey,1629646,GSW,0.141,0.136,0.005,,,,5,20.083333333333332
Tre Johnson,1642848,WAS,-1.007,-2.282,1.275,-3.105,-1.396,-1.709,70,24.047777777777775
Rudy Gobert,203497,MIN,-1.893,-3.973,2.08,4.262,0.992,3.27,79,31.31732456140351
Moses Moody,1630541,GSW,1.219,-1.212,2.431,3.512,0.557,2.955,70,25.665555555555557
Jared McCain,1642272,OKC,1.398,-0.498,1.896,2.96,0.489,2.471,30,17.985555555555557
Lucas Williamson,1631351,MEM,-0.236,-0.33,0.094,,,,7,31.961904761904762
Pelle Larsson,1641796,MIA,5.442,2.435,3.007,0.806,-0.042,0.848,77,26.416428571428572
AJ Green,1631260,MIL,1.882,-1.241,3.123,0.981,1.364,-0.383,78,29.101709401709403
Jakob Poeltl,1627751,TOR,-0.085,-1.322,1.237,2.279,1.296,0.983,48,24.979347826086958
DaQuan Jeffries,1629610,SAC,-0.013,-0.308,0.295,,,,3,19.966666666666665
Caleb Love,1631126,POR,-2.665,-2.079,-0.586,-1.899,-1.829,-0.07,50,20.6656462585034
Derrick Jones Jr.,1627884,LAC,6.14,4.264,1.876,4.064,2.401,1.663,50,26.990333333333336
Toby Okani,1643253,MEM,-0.187,-0.233,0.046,,,,6,36.18055555555556
Harrison Barnes,203084,SAS,0.382,-2.306,2.687,4.056,1.936,2.12,77,25.798268398268398
Egor Dëmin,1642856,BKN,-0.308,0.653,-0.961,-0.576,-0.517,-0.059,54,25.158333333333335
Ausar Thompson,1641709,DET,5.089,0.468,4.62,6.64,2.566,4.074,73,25.967123287671235
Cam Spencer,1642285,MEM,-1.254,2.085,-3.34,0.475,0.499,-0.024,81,23.811574074074073
Precious Achiuwa,1630173,SAC,3.326,2.581,0.745,0.414,0.624,-0.21,75,23.90684931506849
Neemias Queta,1629674,BOS,5.966,1.969,3.997,6.657,2.356,4.301,79,25.34517543859649
Marvin Bagley III,1628963,DAL,1.406,5.081,-3.675,0.151,1.207,-1.056,25,21.37272727272727
Jaden Hardy,1630702,WAS,0.797,0.137,0.661,-1.625,-0.467,-1.158,30,20.43550724637681
Jalen Smith,1630188,CHI,6.259,1.746,4.514,3.694,2.789,0.905,56,20.66792452830189
Royce O'Neale,1626220,PHX,-3.788,-0.82,-2.968,-2.287,-2.153,-0.134,79,28.373076923076926
Cam Thomas,1630560,MIL,-2.836,0.808,-3.644,-4.105,-0.428,-3.677,20,16.591666666666665
Obi Toppin,1630167,IND,0.815,1.438,-0.622,0.002,1.268,-1.266,29,17.654861111111114
Rob Dillingham,1642265,CHI,-1.666,-3.347,1.681,-1.766,-2.647,0.881,30,21.46833333333333
