date,year,month,day,rank,team_name,team_name_normalized,conference,games,record,adj_oe,adj_de,barthag,adj_tempo,wab,efg_pct,efg_pct_d,tor,tord,orb,drb,ftr,ftrd,two_p_pct,two_p_pct_d,three_p_pct,three_p_pct_d,three_pr,three_prd
2026-02-16,2026,2,16,264,Charleston Southern,Charleston Southern,BSth,27.0,12-15,103.8258,112.0251,0.2951264,71.224,-11.8297,53.582,47.638,18.9303,12.9357,30.4189,29.7132,29.5321,43.9335,54.772,46.826,34.9117,32.8117,50.613,30.46
2026-02-16,2026,2,16,265,Southern Utah,Southern Utah,WAC,26.0,9-17,104.0257,112.4258,0.2912265,70.24,-11.5286,49.8243,53.427,20.3344,14.8306,27.8275,34.1319,31.4271,28.029,50.6224,51.0151,32.2262,39.2362,35.0274,30.77
2026-02-16,2026,2,16,266,Idaho St.,Idaho St.,BSky,27.0,10-17,109.7155,118.9339,0.2838266,64.2329,-11.8296,52.3139,54.8312,17.3207,15.2287,32.7107,30.0151,38.794,35.5192,53.013,56.5328,34.2163,34.6214,43.2105,37.2106
2026-02-16,2026,2,16,267,East Carolina,East Carolina,Amer,25.0,9-16,102.229,111.1225,0.2773267,68.5119,-11.2278,45.9346,51.8209,16.8175,16.5199,32.5118,33.0292,39.28,33.0117,47.2317,51.2157,28.6354,35.2244,31.2338,40.5212
2026-02-16,2026,2,16,268,Milwaukee,Milwaukee,Horz,28.0,11-17,105.4237,114.5291,0.2771268,67.7163,-11.3283,49.5257,55.1323,15.164,15.9243,33.195,29.7132,33.2234,36.2208,50.6224,55.6312,31.9274,36.2307,37.922,40.1189
2026-02-16,2026,2,16,269,Grambling St.,Grambling St.,SWAC,24.0,11-13,99.3331,107.916,0.2767269,66.7214,-9.6247,49.8243,50.8151,21.4357,20.618,29.8213,32.929,44.89,41.6318,51.22,50.8138,31.8279,33.9174,39.6181,36.586
2026-02-16,2026,2,16,270,Pepperdine,Pepperdine,WCC,27.0,7-20,102.4284,111.323,0.276327,67.6168,-13.0318,46.7335,54.0286,18.7293,16.6191,27.3292,33.8312,34.6198,28.13,48.0303,54.7293,29.8338,35.3247,39.3185,41.1235
2026-02-16,2026,2,16,271,Arkansas Pine Bluff,Arkansas Pine Bluff,SWAC,25.0,11-14,105.024,114.2284,0.2758271,69.957,-8.2215,49.5257,52.624,19.6329,16.0237,27.429,35.1332,38.598,44.6341,48.6285,54.7293,34.117,32.711,37.4231,37.8125
2026-02-16,2026,2,16,272,Southeastern Louisiana,Southeastern Louisiana,Slnd,26.0,8-18,98.6339,107.3147,0.2744272,65.03,-13.2324,46.7335,51.2171,19.1314,19.257,28.9237,31.7223,40.263,41.7319,49.327,49.9102,28.4356,35.5262,39.5183,38.1137
2026-02-16,2026,2,16,273,North Dakota,North Dakota,Sum,29.0,15-14,107.0205,116.7316,0.2700273,67.1197,-9.4242,49.1274,57.2356,14.124,19.926,28.6248,32.7284,37.6121,44.9344,49.6258,58.7355,32.3258,36.8327,39.2189,42.7285
